"","words","term.freq","doc.freq"
"7691","bred",2,2
"7692","cabin",7,6
"7693","origin",1,1
"7694","exhanged",1,1
"7695","hovel",1,1
"7696","unhewn",1,1
"7697","logs",2,2
"7698","framed",3,3
"7699","unconsciously",1,1
"7700","court-houses",1,1
"7701","filth",1,1
"7702","accumulating",1,1
"7703","styles",1,1
"7704","abomination",1,1
"7705","assemble",3,3
"7706","inferred",1,1
"7707","decencies",1,1
"7708","prevails",5,5
"7709","community?'to",1,1
"7710","sloven",1,1
"7711","liness",1,1
"7712","homsteads",1,1
"7713","dwellings",1,1
"7714","homesteads",1,1
"7715","behind",6,5
"7716","exemplary",2,2
"7717","guild",1,1
"7718","surrey",5,4
"7719","neat",5,3
"7720","ness",1,1
"7721","gentlemn's",1,1
"7722","drawing-rooms",1,1
"7723","car",2,2
"7724","pet",1,1
"7725","imitate",1,1
"7726","perfec",1,1
"7727","tion",3,3
"7728","mediocrity",1,1
"7729","perfection",2,2
"7730","slovens.'he",1,1
"7731","guildford",4,3
"7732","carter",1,1
"7733","smock-frock",1,1
"7734","shaven",1,1
"7735","washed",3,3
"7736","finds",4,4
"7737","dirt",1,1
"7738","necks",1,1
"7739","faces",4,4
"7740","skins",2,2
"7741","cleanly",1,1
"7742","trid",1,1
"7743","stink",1,1
"7744","nasty",1,1
"7745","nastiest",1,1
"7746","nature.'in",1,1
"7747","argue",1,1
"7748","corrected.with",1,1
"7749","autheor",1,1
"7750","combines",1,1
"7751","precision",1,1
"7752","statistical",1,1
"7753","unequally",1,1
"7754","enlarged",2,2
"7755","physical",2,2
"7756","cheapness",1,1
"7757","demands",6,6
"7758","excessive",5,5
"7759","economy",8,6
"7760","exepmtions",1,1
"7761","mands",1,1
"7762","permanency",1,1
"7763","bour",1,1
"7764","circumstances.'our",1,1
"7765","displeased",1,1
"7766","perincious",1,1
"7767","mentions",6,6
"7768","envy",2,1
"7769","degradation",7,6
"7770","adduce",1,1
"7771","contradicting",1,1
"7772","notion",1,1
"7773","confounded",2,1
"7774","negroe",2,1
"7775","expresses",1,1
"7776","sla",1,1
"7777","enables",2,2
"7778","contradict",1,1
"7779","manual",1,1
"7780","estimates",2,2
"7781","races",2,2
"7782","profound",2,2
"7783","perty",1,1
"7784","opi",1,1
"7785","nion",1,1
"7786","remotely",1,1
"7787","african",8,5
"7788","meanest",1,1
"7789","louisi",1,1
"7790","ana",1,1
"7791","exemplifications",1,1
"7792","innate",1,1
"7793","contempt",3,2
"7794","affinity",1,1
"7795","tumely",1,1
"7796","heaped",1,1
"7797","slavery.'what",1,1
"7798","picture",4,4
"7799","failry",1,1
"7800","confessed",3,3
"7801","intel",1,1
"7802","lectual",1,1
"7803","privileged",1,1
"7804","wretchedly",1,1
"7805","estimable",2,2
"7806","contemned",1,1
"7807","possesses",1,1
"7808","happens",4,4
"7809","accidental",1,1
"7810","corporeal",1,1
"7811","entails",1,1
"7812","possessor",1,1
"7813","everlasting",1,1
"7814","ignominy",1,1
"7815","distinctions",1,1
"7816","excess",9,6
"7817","extinction",1,1
"7818","hateful",1,1
"7819","rule",4,4
"7820","feeling.with",1,1
"7821","quote",1,1
"7822","brown's",1,1
"7823","gazetteer",1,1
"7824","directory",1,1
"7825","describing",1,1
"7826","lexington",4,3
"7827","stands",6,6
"7828","market-house",1,1
"7829","wed",1,1
"7830","nesdays",1,1
"7831","saturdays",1,1
"7832","practise",19,18
"7833","incorrigible",1,1
"7834","screams",2,2
"7835","knell",2,2
"7836","libery.'having",1,1
"7837","disclaim",3,3
"7838","depreciate",3,3
"7839","spectacle",1,1
"7840","advancing",6,6
"7841","greatness",3,3
"7842","revile",1,1
"7843","foolish",1,1
"7844","blind",3,3
"7845","offence",6,6
"7846","hiding",1,1
"7847","u.c",1,1
"7848","company.on",1,1
"7849","accused",5,3
"7850","disclousure",1,1
"7851","bya",1,1
"7852","mackenzie",3,3
"7853","m'gillis",1,1
"7854","simon",1,1
"7855","macdonald",3,3
"7856","m'laughlin",1,1
"7857","accessories",2,1
"7858","severlight",1,1
"7859","accessory",2,1
"7860","fact.it",1,1
"7861","evidence",24,12
"7862","century",4,4
"7863","resorting",3,3
"7864","disturbance",3,3
"7865","enlisting",1,1
"7866","dried",3,3
"7867","flesh",10,10
"7868","producing",7,6
"7869","dissention",1,1
"7870","stations",2,2
"7871","rival",1,1
"7872","divisions",4,4
"7873","undisturbed",1,1
"7874","traders.the",1,1
"7875","macdonnell",5,1
"7876","soi-disant",1,1
"7877","ossinibour",1,1
"7878","prohibiting",2,2
"7879","document",6,6
"7880","trials",5,4
"7881","depots",1,1
"7882","blockaded",2,2
"7883","batteries",1,1
"7884","interdicted",1,1
"7885","ensuring",1,1
"7886","people.mutual",1,1
"7887","exasperated",2,2
"7888","suspicious",1,1
"7889","loch",1,1
"7890","affray",2,1
"7891","investigated",3,2
"7892","bouche",1,1
"7893","acquittal",1,1
"7894","shows",6,6
"7895","assailants",2,1
"7896","colin",1,1
"7897","robertson",4,4
"7898","forks",1,1
"7899","materials",12,12
"7900","floated",2,2
"7901","rafts",1,1
"7902","constructing",1,1
"7903","douglas",8,5
"7904","predecessors",2,2
"7905","plete",1,1
"7906","blockage",1,1
"7907","intercept",1,1
"7908","riviere",1,1
"7909","qui",1,1
"7910","appele",1,1
"7911","breeds",4,2
"7912","semple's",4,1
"7913","canoes",19,11
"7914","apprise",1,1
"7915","blockages",1,1
"7916","concert",2,2
"7917","eluding",1,1
"7918","cuthbert",1,1
"7919","breed",3,3
"7920","clerk",9,5
"7921","swamp",2,2
"7922","deserted",13,13
"7923","conflict",5,4
"7924","killed.it",1,1
"7925","replace",1,1
"7926","replenish",1,1
"7927","rescue",1,1
"7928","intercepted",1,1
"7929","blockading",1,1
"7930","cannonmen",1,1
"7931","molesting",1,1
"7932","attacked.–they",1,1
"7933","self",3,3
"7934","defended",3,3
"7935","subpoenas",3,2
"7936","sevewright",1,1
"7937","accessaries",1,1
"7938","unsuccessful",2,2
"7939","blame",2,2
"7940","murderers–the",1,1
"7941","presided",10,10
"7942","scintilla",1,1
"7943","accordinagly",1,1
"7944","guilty.it",1,1
"7945","recollected",4,4
"7946","murder–and",1,1
"7947","lordship's",3,2
"7948","accusations",1,1
"7949","palliate",1,1
"7950","atrocious",1,1
"7951","recovered",5,5
"7952","re-established",1,1
"7953","uncertainty",1,1
"7954","contradictory",1,1
"7955","affidavits",1,1
"7956","public.the",2,2
"7957","figuring",1,1
"7958","seizing",1,1
"7959","books",3,3
"7960","reform",5,3
"7961","canadait",1,1
"7962","delegates",1,1
"7963","pursuance",2,2
"7964","recommendation",3,3
"7965","imperial",2,2
"7966","designing",1,1
"7967","organize",1,1
"7968","discontent.the",1,1
"7969","reofrming",1,1
"7970","suspension",2,2
"7971","corpus",1,1
"7972","maitland's",1,1
"7973","servility",1,1
"7974","control",7,6
"7975","disseminated",1,1
"7976","anlibel",1,1
"7977","ears",1,1
"7978","provoke",1,1
"7979","mental",1,1
"7980","illegal",1,1
"7981","legitimate",2,2
"7982","decision",5,4
"7983","purge",1,1
"7984","mal-administration",1,1
"7985","paper:–interesting",1,1
"7986","brotherly",2,1
"7987","union.it",1,1
"7988","spartan",1,1
"7989","sanctioned",12,12
"7990","apostolical",1,1
"7991","usage",1,1
"7992","enjoying",3,3
"7993","priate",1,1
"7994","engendered",1,1
"7995","imperfect",3,3
"7996","felicityto",1,1
"7997","surveyedhusbandmen",1,1
"7998","artisans",7,6
"7999","invited",3,3
"8000","fellowship",1,1
"8001","faith.want",1,1
"8002","excluding",3,3
"8003","colonist",1,1
"8004","fundamental",1,1
"8005","refunded",1,1
"8006","assignees",1,1
"8007","demand.the",1,1
"8008","bounds",4,3
"8009","government.all",1,1
"8010","specify",1,1
"8011","propery",1,1
"8012","c.no",1,1
"8013","superscription",1,1
"8014","union.'s",1,1
"8015","applicants",4,4
"8016","convene",1,1
"8017","code",3,3
"8018","establishment.s",1,1
"8019","cleveland",1,1
"8020","blythst",1,1
"8021","contant",1,1
"8022","paers",1,1
"8023","insertion",4,3
"8024","bono",1,1
"8025","publico",1,1
"8026","coffeehouse",3,3
"8027","grassie",1,1
"8028","unaminously–that",1,1
"8029","petitioned",1,1
"8030","halifax.–that",1,1
"8031","funds.–that",1,1
"8032","notes",14,6
"8033","bank.–that",1,1
"8034","classification",2,2
"8035","vote.–that",1,1
"8036","presetned",1,1
"8037","doubloun",1,1
"8038","sovereigh",1,1
"8039","adjourned.york",1,1
"8040","tex",1,1
"8041","othersa",1,1
"8042","indictment",3,2
"8043","impoverish",2,2
"8044","partnes",1,1
"8045","lorimer",1,1
"8046","pratais",1,1
"8047","d'orsonnens",1,1
"8048","meuron",1,1
"8049","frederick",5,4
"8050","matthey",2,1
"8051","fauche",1,1
"8052","graffenrad",1,1
"8053","vichie",1,1
"8054","macdonnel",1,1
"8055","fecibles",1,1
"8056","bridport",1,1
"8057","beecher",1,1
"8058","doctor",4,4
"8059","allen",3,1
"8060","spencer",2,2
"8061","donald",1,1
"8062","macpherson",1,1
"8063","chatelain",1,1
"8064","m'nab",1,1
"8065","bourke.the",1,1
"8066","counts",1,1
"8067","overt",1,1
"8068","documentary",1,1
"8069","oral",1,1
"8070","prominent",4,4
"8071","armind",1,1
"8072","entry",2,2
"8073","retaining",1,1
"8074","rid",5,4
"8075","related",2,2
"8076","outfits",1,1
"8077","felony",3,1
"8078","examination",5,5
"8079","duress",1,1
"8080","tampering",3,2
"8081","debauching",1,1
"8082","company's",8,8
"8083","advising",2,2
"8084","alleging",2,2
"8085","pluie",1,1
"8086","c.upon",1,1
"8087","arraigned",3,3
"8088","day.wm",1,1
"8089","selkirkthis",1,1
"8090","imprisonment.it",1,1
"8091","plaintiff",2,1
"8092","writ",3,2
"8093","doors",6,5
"8094","custody",1,1
"8095","dwelt",3,3
"8096","reinhard",1,1
"8097","accusation",1,1
"8098","school",6,3
"8099","nominally",2,2
"8100","surveillance",1,1
"8101","comrades",1,1
"8102","option",2,2
"8103","molest",1,1
"8104","deliberation",2,2
"8105","currency.after",1,1
"8106","narrating",1,1
"8107","parages",1,1
"8108","journal",6,6
"8109","catastrophe",3,3
"8110","tatham",3,1
"8111","engineering.–who",1,1
"8112","residing",6,6
"8113","addicted–was",1,1
"8114","breathe",1,1
"8115","intemperance",2,2
"8116","exclaimed",2,2
"8117","conolonel",1,1
"8118","front",6,6
"8119","muzzle",1,1
"8120","abdomen",1,1
"8121","literally",3,3
"8122","uttering",1,1
"8123","byestanders",1,1
"8124","strip",2,2
"8125","attractions",1,1
"8126","horroer",1,1
"8127","commiseraton",1,1
"8128","genius",4,4
"8129","resource",3,3
"8130","leedsapril",1,1
"8131","assemblage",4,3
"8132","croppers",1,1
"8133","cloth-dressers",1,1
"8134","kep",1,1
"8135","wortley",1,1
"8136","armley",1,1
"8137","holbeck",1,1
"8138","briggate",1,1
"8139","sticks",1,1
"8140","peaceable",3,3
"8141","loud",6,6
"8142","mayor",5,4
"8143","rea",1,1
"8144","diness",1,1
"8145","slightest",3,3
"8146","perplexing",1,1
"8147","augment",2,2
"8148","manufactories.chesterapril",1,1
"8149","bagguely",1,1
"8150","samuel",2,2
"8151","convicted",2,2
"8152","sedition",1,1
"8153","adrdress",1,1
"8154","chief-justice",1,1
"8155","copley",1,1
"8156","sentenced",5,5
"8157","imprisonment",4,4
"8158","behaviour",2,2
"8159","each.we",1,1
"8160","monmouthshire",1,1
"8161","diminishes",1,1
"8162","scarcer",1,1
"8163","them.amongst",1,1
"8164","thistlewaith",1,1
"8165","meadow",1,1
"8166","lane",1,1
"8167","leeds",3,3
"8168","woollen",1,1
"8169","conjunction",2,2
"8170","dewsbury",1,1
"8171","overburdened",1,1
"8172","pecuniary",5,5
"8173","nation–their",1,1
"8174","industry–articles",1,1
"8175","country.the",3,3
"8176","impost",1,1
"8177","levied",3,2
"8178","authors",1,1
"8179","publishers",1,1
"8180","copyright",1,1
"8181","copies",1,1
"8182","libraries",1,1
"8183","repealed",1,1
"8184","committe",2,2
"8185","display",4,3
"8186","country.saturday",1,1
"8187","allsop",1,1
"8188","camelford.yesterday",1,1
"8189","corrupt",2,2
"8190","perjury",1,1
"8191","behalf",4,4
"8192","petitioner",1,1
"8193","examined",7,5
"8194","election",12,7
"8195","penrhyn.extraordinary",1,1
"8196","legacy.–a",1,1
"8197","legacy",4,3
"8198","poundsbequeathed",1,1
"8199","berlin",2,2
"8200","foreigner",1,1
"8201","disputed",1,1
"8202","heir-at-law",1,1
"8203","immoral",1,1
"8204","novelty",1,1
"8205","pleadings",2,2
"8206","classical",2,2
"8207","learning",3,3
"8208","lords.–morn",1,1
"8209","chron.town",1,1
"8210","southwark.–thomas",1,1
"8211","wing",3,2
"8212","reeve",2,1
"8213","marshalman",2,1
"8214","earner",1,1
"8215","suspicion",2,2
"8216","robbing",1,1
"8217","employers",5,5
"8218","sentance",1,1
"8219","flint",1,1
"8220","grocers",1,1
"8221","high-street.the",1,1
"8222","prisoner's",1,1
"8223","detection",2,2
"8224","prosecutors",2,2
"8225","dog",2,1
"8226","handkerchief",1,1
"8227","stables",1,1
"8228","restless",3,3
"8229","pulling",2,2
"8230","skirt",1,1
"8231","heydon",1,1
"8232","apprentice",2,1
"8233","stable",3,3
"8234","heap",1,1
"8235","rubbish",1,1
"8236","scratch",1,1
"8237","booty",1,1
"8238","marking",2,2
"8239","searching",1,1
"8240","ballpence",1,1
"8241","pocket.–remanded",1,1
"8242","committee.–the",1,1
"8243","journals",7,4
"8244","wek",1,1
"8245","asserted",4,4
"8246","intend",5,4
"8247","ricardo's",3,1
"8248","bars",6,2
"8249","buy",6,5
"8250","demanded",20,12
"8251","d.if",1,1
"8252","correct",10,7
"8253","bullion",1,1
"8254","metallic",3,2
"8255","panic",3,2
"8256","cramp",1,1
"8257","upthe",1,1
"8258","hoard",1,1
"8259","silver.in",1,1
"8260","unquestionable",3,3
"8261","foundation",7,7
"8262","indeed–the",1,1
"8263","steadier",1,1
"8264","drain",1,1
"8265","troubles",2,2
"8266","compelling",2,2
"8267","augur",1,1
"8268","favourably",2,2
"8269","tierney",2,1
"8270","voting",2,2
"8271","resumpion",1,1
"8272","voted",14,9
"8273","resumption",1,1
"8274","courier.grand",1,1
"8275","pigeon",1,1
"8276","midgham",1,1
"8277","club",5,2
"8278","thrice",1,1
"8279","farnham",1,1
"8280","twenty-one",3,2
"8281","unlimited",1,1
"8282","russel",2,1
"8283","holt",2,1
"8284","crack",1,1
"8285","keans",2,1
"8286","sports",1,1
"8287","nineteen",1,1
"8288","eighteen",3,1
"8289","bagged",1,1
"8290","sixteen",2,2
"8291","fifty-two",2,2
"8292","backed",2,1
"8293","win",4,2
"8294","bird",3,1
"8295","missed",3,1
"8296","betting",1,1
"8297","onn",1,1
"8298","tie",2,2
"8299","seventeenth",1,1
"8300","kill",22,13
"8301","prize",2,2
"8302","years.letters",1,1
"8303","ultimo",3,3
"8304","gustavus",3,1
"8305","studies",1,1
"8306","oxford",3,2
"8307","largely",2,2
"8308","forget",4,4
"8309","vasa",1,1
"8310","sovereigns",1,1
"8311","potentate",1,1
"8312","generosity",2,2
"8313","magnanimity",9,9
"8314","proverbial",1,1
"8315","espouse",1,1
"8316","cousin",3,2
"8317","hesse",1,1
"8318","cassel",1,1
"8319","matrimonial",1,1
"8320","alliance",5,5
"8321","swedish",3,2
"8322","dynasty.papers",1,1
"8323","arrivedon",1,1
"8324","intelligencer",1,1
"8325","strictures",1,1
"8326","lacock's",1,1
"8327","seminole",1,1
"8328","defends",2,2
"8329","sanguinary",10,10
"8330","tenessee",1,1
"8331","cayes",2,2
"8332","m'gregor's",1,1
"8333","intelligencesome",1,1
"8334","summoned",2,2
"8335","talbot",1,1
"8336","dunwich",1,1
"8337","statess.extract",1,1
"8338","george-town",0,0
"8339","tobago",4,4
"8340","rains",2,2
"8341","inundated",1,1
"8342","frost",2,2
"8343","numbered",2,2
"8344","baffled",1,1
"8345","suspended–the",1,1
"8346","seeking",3,3
"8347","healthiest",3,3
"8348","contagious",1,1
"8349","touch",4,4
"8350","william's",1,1
"8351","her–some",1,1
"8352","fast.'a",1,1
"8353","gazettes",5,5
"8354","contradiction",2,2
"8355","mortality",6,6
"8356","peninsula",2,2
"8357","number.a",1,1
"8358","havannah",2,2
"8359","baring",2,2
"8360","purchases",3,3
"8361","esq.washington",1,1
"8362","hotel",6,3
"8363","orleans",6,3
"8364","gravesend",4,4
"8365","nottinghamshire",1,1
"8366","lancashire",1,1
"8367","wiltshire",2,1
"8368","somersetshire",1,1
"8369","heavily-taxed",1,1
"8370","rabbit",1,1
"8371","double-barrelled",1,1
"8372","knock",1,1
"8373","fetter-lane",1,1
"8374","deer",2,2
"8375","marshy",1,1
"8376","spite",1,1
"8377","remonstrances",2,2
"8378","rheumatic",1,1
"8379","fat",2,2
"8380","woodcocks",1,1
"8381","snipes",1,1
"8382","fowl",1,1
"8383","waggon",10,4
"8384","whereon",1,1
"8385","sugar-houses",1,1
"8386","molasses",1,1
"8387","offers",9,7
"8388","slovenly",1,1
"8389","lazy",4,4
"8390","managers",12,4
"8391","scenery",1,1
"8392","thames",2,2
"8393","staines",1,1
"8394","bath",1,1
"8395","shops",1,1
"8396","gambling",3,3
"8397","claret",1,1
"8398","beer",2,2
"8399","stinking",1,1
"8400","covent",2,2
"8401","dine",1,1
"8402","trouble",9,6
"8403","cents",4,4
"8404","peas",2,2
"8405","rye",2,2
"8406","seed",2,2
"8407","hill's",1,1
"8408","ploughs",2,2
"8409","trimmer",1,1
"8410","hounds",1,1
"8411","hunting",2,2
"8412","b.'s",1,1
"8413","dollar",8,5
"8414","renting",1,1
"8415","riply",1,1
"8416","profit",7,6
"8417","ripley",1,1
"8418","penny",3,3
"8419","washing",3,3
"8420","dozen",1,1
"8421","shirts",1,1
"8422","cravats",1,1
"8423","handkerchiefs",1,1
"8424","gallon",1,1
"8425","custom-house",5,5
"8426","americaimportant",1,1
"8427","engineer",1,1
"8428","louisville",2,2
"8429","inure",1,1
"8430","dung",1,1
"8431","hurtful",2,2
"8432","wonder",2,2
"8433","inches",4,3
"8434","ones",2,2
"8435","scratching",1,1
"8436","hoe",2,2
"8437","shuffle",1,1
"8438","looseness",1,1
"8439","mellowness",1,1
"8440","eighty",2,2
"8441","roots",2,2
"8442","rot",2,2
"8443","modes",4,4
"8444","proven",1,1
"8445","adapted",3,3
"8446","adapting",1,1
"8447","wrights",2,2
"8448","fitter",2,2
"8449","cradle",2,2
"8450","scythe",1,1
"8451","refular",1,1
"8452","reapers",1,1
"8453","average",11,6
"8454","easier",2,2
"8455","weeds",2,2
"8456","ploughed",3,2
"8457","frosts",2,2
"8458","injure",2,2
"8459","stacked",1,1
"8460","housed",1,1
"8461","shortness",1,1
"8462","mildness",2,2
"8463","provender",1,1
"8464","needed",2,2
"8465","swine",3,2
"8466","fatten",1,1
"8467","nutriment",1,1
"8468","beast",2,2
"8469","se'ennight",2,2
"8470","eyre",3,1
"8471","recruit",1,1
"8472","captivated",1,1
"8473","embarking",2,2
"8474","fanciful",1,1
"8475","uniforms",1,1
"8476","treat",5,5
"8477","purse",1,1
"8478","contented",2,2
"8479","defrayed",1,1
"8480","d'evereaux",2,1
"8481","wexford",1,1
"8482","professes",1,1
"8483","livar",1,1
"8484","venezuela",4,3
"8485","dispatched",6,6
"8486","shewn",3,3
"8487","activity",10,9
"8488","intelligenceadvices",1,1
"8489","caffres",7,4
"8490","regarding",8,7
"8491","suppress",2,2
"8492","restored.we",1,1
"8493","ill-fated",1,1
"8494","island.a",1,1
"8495","regretted",4,3
"8496","java",2,2
"8497","surrendered",1,1
"8498","rapacity",1,1
"8499","torture",1,1
"8500","maxims",1,1
"8501","jurisprudence",2,2
"8502","popular.considerable",1,1
"8503","since.several",1,1
"8504","emigration.the",4,4
"8505","middling",1,1
"8506","sustenance",1,1
"8507","copartnerships",1,1
"8508","singly",2,2
"8509","jointly",1,1
"8510","impetus",1,1
"8511","huma",1,1
"8512","dispoed",1,1
"8513","occupation",2,2
"8514","furtherance",1,1
"8515","siutations",2,2
"8516","described",9,9
"8517","pining",1,1
"8518","workhouses",2,2
"8519","consumption",6,5
"8520","birkbeckenglish",1,1
"8521","illinoia",1,1
"8522","presuming",2,2
"8523","queries",3,2
"8524","foresee",1,1
"8525","domestics",2,1
"8526","indentures",1,1
"8527","documents",7,5
"8528","acknowledging",1,1
"8529","incurred",5,5
"8530","incumbrance",1,1
"8531","luggage",3,2
"8532","supposing",3,2
"8533","flower",2,2
"8534","lbs",1,1
"8535","query",8,1
"8536","seventh",1,1
"8537","eighth",1,1
"8538","ninth",2,2
"8539","earthquakes",2,1
"8540","bradbury",1,1
"8541","score",1,1
"8542","elenventh",1,1
"8543","precaution",1,1
"8544","diseases",3,3
"8545","twelfth",2,2
"8546","ague",6,4
"8547","sickly",2,2
"8548","confirmation",3,3
"8549","temperature",1,1
"8550","salubrity",3,3
"8551","immeasurable",1,1
"8552","seconded",15,9
"8553","inclosure",1,1
"8554","visisted",3,2
"8555","noticing",1,1
"8556","subect",1,1
"8557","conclusion",7,6
"8558","deferring",1,1
"8559","convey",7,7
"8560","propriety",3,3
"8561","unsurveyed",1,1
"8562","venomous",1,1
"8563","reptiles",1,1
"8564","insects",1,1
"8565","teazing",1,1
"8566","plagues",1,1
"8567","conquered",2,2
"8568","zero",1,1
"8569","extremes",9,9
"8570","rare",2,2
"8571","occurence",1,1
"8572","bottoms",9,9
"8573","sluggish",2,2
"8574","catfish",1,1
"8575","sturgeons",1,1
"8576","comfortable",8,7
"8577","birkbeck.directed",1,1
"8578","batson's",1,1
"8579","hopethe",1,1
"8580","explains",2,2
"8581","proposes",3,3
"8582","inquiries",3,3
"8583","exchequer",7,5
"8584","outline",4,4
"8585","prorogation.(official",1,1
"8586","circular)downing",1,1
"8587","unconnected",2,2
"8588","unprovided",2,2
"8589","capiral",1,1
"8590","burdensome",2,2
"8591","confine",6,6
"8592","bodied",5,3
"8593","selecting",5,3
"8594","eligible.in",2,2
"8595","deposit",10,4
"8596","repaid",7,3
"8597","hereinafter",3,3
"8598","famly",1,1
"8599","victualled",2,2
"8600","colony.a",2,2
"8601","one-third",7,6
"8602","outset",3,3
"8603","expenceof",1,1
"8604","cease",6,4
"8605","remainer",1,1
"8606","location.if",2,2
"8607","redundancy",3,3
"8608","unite",3,3
"8609","above-mentioned",6,3
"8610","liverty",1,1
"8611","chargeable",2,2
"8612","country.but",2,2
"8613","proposin",1,1
"8614","work.it",0,0
"8615","apply",11,10
"8616","accompany",9,9
"8617","state.the",2,2
"8618","remitted",5,5
"8619","resided",10,10
"8620","holder",4,4
"8621","exceeding",4,4
"8622","clause",13,3
"8623","reservations–that",1,1
"8624","foreited",1,1
"8625","reservations",2,2
"8626","precious",3,3
"8627","corfu",1,1
"8628","ionian",1,1
"8629","rome",3,3
"8630","negotitate",1,1
"8631","concordat",1,1
"8632","romish",1,1
"8633","negotiation",2,2
"8634","effect.previously",1,1
"8635","deputation",5,4
"8636","parguinotes",1,1
"8637","ali",2,2
"8638","pacha",2,2
"8639","parga",1,1
"8640","agreeably",3,3
"8641","stipulation",3,3
"8642","fills",1,1
"8643","interim",3,3
"8644","governor.advices",1,1
"8645","demerara",5,4
"8646","guiana",1,1
"8647","chronicle",5,5
"8648","rangers",2,2
"8649","smelt",1,1
"8650","diadem",1,1
"8651","allotted",2,2
"8652","support.we",1,1
"8653","idem",1,1
"8654","redman",1,1
"8655","domingo",1,1
"8656","posted",1,1
"8657","l.we",1,1
"8658","subjoin",1,1
"8659","reformer:from",1,1
"8660","famed",1,1
"8661","champion",1,1
"8662","debut",1,1
"8663","landowners",1,1
"8664","stamp",1,1
"8665","lucubrations",1,1
"8666","assertions",3,3
"8667","facts–a",1,1
"8668","wove",1,1
"8669","sophistry",2,2
"8670","beguile",1,1
"8671","superficial",1,1
"8672","reader",1,1
"8673","egregious",1,1
"8674","speciousness",1,1
"8675","dissent",3,2
"8676","reformer",1,1
"8677","intrusive",1,1
"8678","refutation",1,1
"8679","exposure",5,5
"8680","absurdities",1,1
"8681","exalting",1,1
"8682","imputations",1,1
"8683","reaped",1,1
"8684","doubtless",3,3
"8685","checked",2,2
"8686","society.the",1,1
"8687","distribution",2,2
"8688","queen's",1,1
"8689","ditto–head-quarters",4,1
"8690","christopher's",2,2
"8691","montserrat",0,0
"8692","vincent's",3,2
"8693","lucia",2,1
"8694","fusileers)–barbadoes",1,1
"8695","regiment–head-quarters",1,1
"8696","country.(official",1,1
"8697","circular.)downing-street",1,1
"8698","ahove",1,1
"8699","remainder",7,6
"8700","proposing",2,2
"8701","reservations*–that",1,1
"8702","forfeited",1,1
"8703","abandone",1,1
"8704","cultivator",1,1
"8705","colony.there",1,1
"8706","africa",14,11
"8707","algoa",5,5
"8708","catherine's",1,1
"8709","knysua",1,1
"8710","saldanha",2,2
"8711","brazils",2,2
"8712","renders",3,3
"8713","anticipation",1,1
"8714","interested",6,6
"8715","intelligencethe",2,2
"8716","received.information",1,1
"8717","country-people",1,1
"8718","returning",5,5
"8719","attacks",4,4
"8720","come.letters",1,1
"8721","via",1,1
"8722","convict-ships",1,1
"8723","marley",1,1
"8724","mario",1,1
"8725","isabella",2,2
"8726","intermediate",1,1
"8727","port.extract",1,1
"8728","solemnly",1,1
"8729","drugging",1,1
"8730","calaba",1,1
"8731","collective.montreal",1,1
"8732","mostly",9,9
"8733","rouge",1,1
"8734","before-mentioned",1,1
"8735","milder",0,0
"8736","populous",4,4
"8737","plications",1,1
"8738","referred",8,7
"8739","to:–downing",1,1
"8740","sir–in",1,1
"8741","inctly",1,1
"8742","specifies",1,1
"8743","governance.with",1,1
"8744","practical",5,4
"8745","spot.the",2,2
"8746","allotting",1,1
"8747","implements",5,5
"8748","debarred",1,1
"8749","derte",1,1
"8750","purchasing",2,2
"8751","ception.the",1,1
"8752","ceed",1,1
"8753","colony.in",1,1
"8754","pecaniary",1,1
"8755","directios",1,1
"8756","ensure",2,2
"8757","intelligencefire",1,1
"8758","newfoundlandwe",1,1
"8759","calamitous",4,3
"8760","critchelly",1,1
"8761","arriv",1,1
"8762","carbonear",1,1
"8763","uninhabited",2,2
"8764","inflammable",1,1
"8765","roofs",2,2
"8766","milies",1,1
"8767","consumed",3,3
"8768","warehouses.we",0,0
"8769","conder",1,1
"8770","tracy's",1,1
"8771","baine",1,1
"8772","co.'s.cape",1,1
"8773","hopeat",1,1
"8774","tilities",1,1
"8775","anew",1,1
"8776","considerable.cape",1,1
"8777","borders",3,3
"8778","graham's",3,2
"8779","fiel",1,1
"8780","boors",3,2
"8781","inrol",1,1
"8782","enemy.cape",1,1
"8783","wilshire",1,1
"8784","pursue",5,3
"8785","appointed.jamaica",1,1
"8786","sad",2,2
"8787","fugitive",1,1
"8788","marsha",1,1
"8789","blas",1,1
"8790","porto",3,2
"8791","bello",2,1
"8792","andreas",1,1
"8793","leap",2,2
"8794","promulgated",2,2
"8795","betrayed",1,1
"8796","retake",1,1
"8797","rio",6,3
"8798","janeiro",5,3
"8799","litna",1,1
"8800","andromache",2,2
"8801","shirreff",1,1
"8802","cochrane's",1,1
"8803","seas",6,5
"8804","resorted",3,3
"8805","undue",2,2
"8806","blackwood's",1,1
"8807","magazine.)the",1,1
"8808","thin",3,3
"8809","surplus",5,5
"8810","birth",4,3
"8811","divert",2,2
"8812","convince",4,4
"8813","forefathers.the",1,1
"8814","question.the",1,1
"8815","agreedable",1,1
"8816","intensely",1,1
"8817","rainy",1,1
"8818","stormy",4,3
"8819","fires",6,4
"8820","indolent",2,1
"8821","unheathliness",1,1
"8822","artificial",2,2
"8823","tanks",1,1
"8824","reservoirs",2,2
"8825","irrigation",1,1
"8826","wells",3,2
"8827","vegetation",1,1
"8828","ensues",1,1
